DEVENGAR|Adquirir derecho a retribución por razón de trabajo, servicio, etc.
DEVENIR|Fil. Proceso mediante el cual algo se hace o llega a ser
DEVOCIÓN|Veneración y fervor religioso
DEVOLVER|Restituir una cosa a la persona que la poseía
DEVONPORT|Ciudad situada en el estado de Tasmania, Australia, en la desembocadura del río Mersey
DEVONPORT|Ciudad situada en el estado de Tasmania, Australia, en la desembocadura del río Mersey
DEVORAR|Comer, tragar con ansia y apresuradamente
DEXTROSA|Glucosa, especialmente la de algunas frutas
DEYECTOR|Aparato para evitar las incrustaciones que se producen en las calderas de vapor
DIABETES|Enfermedad provocada por una insuficiente secreción de insulina
DIABETO|Aparato hidráulico, especie de sifón intermitente, que cuando se llena por completo vuelve a vaciarse del todo
DIABLESA|Fam. Diabla
DIABLESCO|Diabólico, relativo al diablo
DIABLILLO|Niño que se disfraza de diablo
DIABLISMO|Sistema teológico que consiste en atribuir al diablo excesiva intervención en las acciones humanas
DIABLO|Demonio
DIABLURA|Travesura de niños
DIABLURA|Travesura de poca importancia, especialmente de niños
DIABÓLICO|Relativo al diablo.// Fig. Excesivamente malo
DIACONÍA|Distrito de una iglesia que antiguamente estaba al cuidado de un diácono
DIÁCONO|Clérigo que ha recibido la orden del diaconado
DIADELFO|Bot. Planta de flores hermafroditas y estambres soldados por sus filamentos en dos manojos
DIADELFOS|Bot. Estambres soldados por los filamentos formando dos haces
DIADEMA|Adorno femenino de cabeza, en forma de media corona abierta por detrás
DÍA|Tiempo que la Tierra emplea en dar una vuelta sobre sí misma
DIÁDOCO|En la Grecia moderna, príncipe heredero
DIÁFANO|Dícese del cuerpo a través del cual pasa la luz casi en su totalidad
DIÁFISIS|Parte tubular del hueso largo, comprendida entre los dos extremos o epífisis
DIAFRAGMA|Músculo ancho que separa la cavidad pectoral de la abdominal
DIAGNOSIS|Conocimiento de los signos de las enfermedades
DIAGONAL|Línea recta que en un polígono va de un vértice a otro no inmediato
DIÁGRAFO|Instrumento para reproducir los objetos o dibujos con ayuda de la cámara clara
DIAGRAMA|Dibujo o representación gráfica
DIAGRAMAR|Hacer la maqueta de un libro, revista, etc.
DIAGUITA|Individuo del pueblo indio que habitó en la región montañosa del noroeste de la Argentina
DIAGUITAS|15Indios que habitaban la región noroeste de la Argentina
DIAGUITAS|Indios que habitaban la región noroeste de la Argentina
DIALECTO|Sistema lingüístico derivado de otro
DIÁLISIS|Med. Método terapéutico que tiene por objeto eliminar sustancias nocivas de la sangre cuando el riñón no puede hacerlo
DIALIZAR|Depurar la sangre mediante la diálisis
DIALOGAR|Conversar dos o más personas
DIÁLOGO|Conversación entre dos o más personas
DIAMANTE|Piedra preciosa, es el más duro de todos los cuerpos
DIAMETRAL|Relativo al diámetro
DIÁMETRO|Línea recta que pasa por el centro y dos puntos cualesquiera de la circunferencia del círculo o de la superficie de la esfera
DIANA|Toque militar al amanecer, para que la tropa se levante
DIANTRE|Eufemismo por diablo
DIAPASÓN|Barra metálica en forma de U  que al vibrar produce un tono determinado
DIAPASÓN|Barra metálica en forma de U, que al vibrar produce un tono determinado
DIAPAUSA|Zool. Período de actividad suspendida, que se produce regularmente en la vida de muchos insectos
DIAPREADO|Heráld. Dicho de un palo, de una faja o de otra pieza: Abigarrado o matizado de diferentes colores, con los matices formando follaje
DIARIERO|Argent., Chile. Vendedor de diarios
DIARIO|Periódico que se publica todos los días
DIARIO|Periódico que se publica todos los días
DIARISMO|Amér. Periodismo
DIARQUÍA|Autoridad dividida y ejercitada simultáneamente entre dos personas, dos instituciones o dos poderes
DIASFAGIA|Med. Abertura de una llaga o herida
DIÁSPORO|Piedra fina, alúmina hidratada, de color gris de perla o pardo amarillento y textura laminar, que se convierte en polvo a la llama fuerte del soplete
DIÁSTASIS|Cir. Separación de dos huesos contiguos sin dislocación propiamente dicha
DIÁSTOLE|Expansión rítmica del corazón y de las arterias que alterna con la sístole
DIATERMIA|Terapéutica que utiliza el calor producido por una corriente de alta frecuencia
DIÁTESIS|Predisposición orgánica a contraer una determinada enfermedad
DIATOMEA|Bot. Alga unicelular, que vive en el mar, en el agua dulce o en la tierra húmeda, y que tiene un caparazón silíceo formado por dos valvas de tamaño desigual
DIATOMITA|Roca silícea de origen orgánico formada por las frústulas de las diatomeas
DIATÓNICO|Que procede según la sucesión natural de los tonos y semitonos de la escala musical, sin modificaciones cromáticas
DIATRIBA|Discurso o escrito violento o injurioso
DIBUJANTE|Persona que tiene como profesión el dibujo
DIBUJAR|Reproducir con el lápiz la forma de los objetos
DIBUJARÉ|Trazaré en una superficie la imagen de algo
DICCIÓN|Pronunciación, manera de hablar
DICHOSO|Feliz, venturoso, afortunado
DICIEMBRE|Último mes del año
DICOTOMÍA|H. nat. División en dos partes
DICÓTOMO|Que se divide en dos
DICTADOR|Fig. Persona que se arroga o recibe todos los poderes políticos extraordinarios y los ejerce sin limitación jurídica
DICTADOR|Persona que se adjudica todos los poderes políticos extraordinarios y los ejerce sin limitación jurídica
DICTADURA|Gobierno que, invocando el interés público, se ejerce fuera de las leyes constitutivas de un país
DICTÁFONO|Aparato fonográfico que recoge y reproduce lo que se habla o dicta en condiciones adecuadas
DICTAMEN|Opinión, juicio técnico o pericial, que se forma o emite sobre algo
DICTAR|Decir uno algo para que otro lo vaya escribiendo
DICTERIO|Insulto, dicho denigrante o provocativo
DIDÁCTICA|Arte de enseñar
DIDELFOS|Marsupiales cuyas hembras, en la mayoría de sus especies, llevan una bolsa abdominal, formada por la piel, donde sus crías terminan su desarrollo
DIDELFOS|Marsupiales, orden de mamíferos cuyas hembras, en la mayoría de sus especies, llevan una bolsa abdominal, formada por la piel, donde sus crías terminan su desarrollo
DIDRACMA|Antigua moneda hebrea, equivalente a medio siclo
DIECIOCHO|Cantidad de meses en que estaba dividido el calendario solar azteca
DIECISÉIS|Cantidad de piezas por jugador, en el juego del ajedrez
DIENTE|Hueso que se halla engastado en las mandíbulas y sirve como órgano de masticación y de defensa
DIENTUDO|Que tiene dientes muy grandes
DIÉRESIS|Gram. Signo ortográfico, dos puntos colocados sobre una vocal
DIÉRESIS|Gram. Signo ortográfico, dos puntos colocados sobre una vocal
DIESEL|Motor de combustión interna, en el cual la mezcla de aire y combustible entra en ignición por el calor producido con la presión en el cilindro
DIESEL|Motor de combustión interna que funciona con gasoil
DIESEL|Motor de combustión interna, que funciona con gasoil
DIESTRA|Mano derecha
DIESTRO|Hábil, experto
DIETARIO|Libro en que se anotan los ingresos y gastos diarios de una casa
DIETÉTICA|Parte de la medicina que tiene por estudio las reglas de la alimentación normal
DIETÉTICO|Relativo a la dieta o régimen en el comer y beber
DIETISTA|Médico especialista en dietética
DIEZMAR|Fig. Causar gran mortandad en un país la guerra, las epidemias, etc
DIEZMAR|Fig. Causar gran mortandad en un país la guerra, las epidemias, etc.
DIEZMERO|Persona que pagaba el diezmo
DIEZMEROS|Personas que pagaban el diezmo
DIEZMO|Derecho del diez por ciento que se pagaba al rey, del valor de ciertas mercaderías
DIFAMAR|Desacreditar a una persona publicando cosas contra su buena opinión y fama
DIFERENDO|Diferencia, desacuerdo, discrepancia
DIFERENTE|Distinto, desigual
DIFERIDO|En radio o televisión, retransmisión posterior al tiempo en que se verificó la grabación que se emite
DIFERIR|Retardar o suspender la ejecución de una cosa
DIFÍCIL|Que no se logra, ejecuta o entiende sin mucho trabajo
DIFTERIA|Enfermedad infecciosa aguda, caracterizada por la formación de falsas membranas en las mucosas, especialmente en las de la faringe, nariz, laringe y tráquea
DIFUMINAR|Disminuir gradualmente la intensidad de un color, un olor, un sonido, etc.
DIFUNDIR|Propalar, divulgar
DIFUSIVO|Que tiene la propiedad de difundir o difundirse
DIFUSO|Que es poco concreto, claro o limitado
DIFUSO|Que es poco concreto o claro
DIFUSOR|2Que difunde o esparce ampliamente un líquido, luz, calor, etc.
DIFUSOR|Que difunde o esparce ampliamente un líquido, luz, calor, etc.
DIFUSOR|Que difunde o esparce ampliamente un líquido, luz, etc.
DIGESTIVO|Que es a propósito para ayudar a la digestión
DIGITAL|Instrumento que suministra su información mediante números
DÍGITO|Número que puede expresarse con una sola cifra
DIGNIDAD|Respeto que merece alguien
DIGNIFICA|Hace digna o inviste de dignidad a una persona o cosa
DIGNO|Proporcionado al mérito y condición de una persona o cosa
DIJE|Alhaja pequeña que suele llevarse colgada por adorno
DILACIÓN|Demora, tardanza
DILAPIDAR|Disipar los bienes con gastos desordenados, malgastar, derrochar
DILAPIDAR|Disipar los bienes con gastos desordenados, malgastar, derrochar
DILATADO|Extenso, vasto, numeroso
DILEMA|Problema o situación ambigua
DILETANTE|Aficionado al arte  y especialmente a la música
DILETANTE|Aficionado al arte, y especialmente a la música
DILIGENTE|Pronto, ligero en el obrar
DILUVIAR|Llover copiosamente
DILUVIO|Fig. Lluvia muy copiosa
DILUYENTE|Sustancia líquida que se añade a una solución para hacerla más fluida
DIMENSIÓN|Fig. Importancia, relieve que alcanza una cosa
DIMINUTO|Excesivamente pequeño
DIMISIÓN|Renuncia, abandono de un empleo o de una comisión
DIMITENTE|Persona que dimite o renuncia a un cargo
DIMORFO|Que se presenta en dos formas distintas
DINAMARCA|El más meridional de los países escandinavos, capital: Copenhague
DINÁMICA|Parte de la mecánica que estudia el movimiento en relación con las fuerzas que lo producen
DINÁMICO|Fig. Enérgico, activo, diligente
DINAMITA|Explosivo consistente en una mezcla de nitroglicerina y una sustancia propia inerte
DINASTÍA|Familia en cuyos individuos se perpetúa el poder o la influencia política  económica  cultural  etc.
DINASTÍA|Familia en cuyos individuos se perpetúa el poder o la influencia política, económica, cultural, etc
DINASTÍA|Familia en cuyos individuos se perpetúa el poder o la influencia política, económica, cultural, etc.
DINERAL|Cantidad grande de dinero
DINERO|Moneda corriente
DINTEL|13Elemento horizontal que soporta una carga, apoyando sus extremos en las jambas o pies verticales de un vano
DINTEL|Elemento horizontal que soporta una carga, apoyando sus extremos en las jambas o pies verticales de un vano
DIOCESANO|Obispo o arzobispo que tiene diócesis
DIÓCESIS|Distrito en que tiene y ejerce jurisdicción espiritual un obispo
DIONISIA|Piedra que, según los antiguos, podía dar sabor de vino al agua y ser un remedio contra la embriaguez
DIÓPSIDO|Silicato que forma cristales de coloraciones variables, predominando el verde
DIOPTRÍA|Unidad de refringencia de los instrumentos ópticos
DIÓPTRICA|Parte de la óptica que trata de la refracción de la luz
DIPÉTALA|Corola o flor que tiene dos pétalos
DIPLOCOCO|Bacteria formada por una asociación de dos cocos
DIPLOMA|Título que expide una corporación para acreditar un grado académico, un premio, etc.
DIPLOMADO|Titulado o graduado
DIPLOMAR|Graduar, dar un título académico a uno
DIPLOPÍA|Visión doble de los objetos, debida a trastornos de la coordinación de los músculos oculares
DIPSÓMANO|Persona que padece una tendencia irresistible al abuso de la bebida
DÍPTERO|Que tiene dos alas
DIPTONGO|Gram. Conjunto de dos vocales que se pronuncian en una sola sílaba
DIQUE|Muro hecho para contener las aguas
DIRECCIÓN|Mec. Mecanismo que sirve para guiar los vehículos automóviles
DIRECTO|Que va de una parte a otra sin detenerse en los puntos intermedios
DIRIGENTE|Persona que dirige un partido político
DIRIGIBLE|Globo de forma alargada, con una barquilla cerrada dispuesta para transportar personas o carga
DIRIGIR|Guiar, encaminar a alguno hacia determinado lugar
DISCENTE|Persona que recibe enseñanza
DISCÍPULO|Persona que recibe las enseñanzas de un maestro
DISCÓBOLO|Atleta que arroja el disco
DISCO|Lámina circular de materia plástica en que están escritas las vibraciones de la voz o de otro sonido cualquiera para ser reproducidas por medio del gramófono
DÍSCOLO|Avieso  indócil  perturbador  desobediente
DÍSCOLO|Avieso, indócil, perturbador, desobediente
DISCORDE|Mús. Disonante
DISCORDIA|Diversidad y contrariedad de opiniones
DISCOTECA|Local público para escuchar música grabada, bailar y consumir bebidas
DISCREPA|Opina de modo distinto una persona del parecer o de la conducta de otra
DISCREPAR|Disentir una persona del parecer o de la conducta de otra
DISCRETO|Que sabe guardar un secreto
DISCULPA|Motivo o pretexto que se invoca para excusarse
DISCULPAR|Perdonar las faltas u omisiones cometidas por otro
DISCURRIR|Fig. Reflexionar, razonar acerca de una cosa
DISCURSO|Razonamiento pronunciado en público
DISCUTIR|Contender y alegar razones acerca de una cosa, contra el parecer de otro
DISECADOR|El que diseca y ejecuta las operaciones anatómicas
DISECAR|Preparar los animales muertos para conservarlos con la apariencia de vivos
DISECTOR|El que diseca y ejecuta las operaciones anatómicas
DISEMINAR|Sembrar o desparramar
DISENSIÓN|Oposición de varios sujetos en los pareceres o en los propósitos
DISENSO|11Disentimiento, acción y efecto de disentir
DISENSO|Disentimiento, acción y efecto de disentir
DISENTIR|Sentir u opinar de modo distinto de otro
DISEÑADOR|Persona que hace diseños, dibujos o proyectos
DISÉPALO|Cáliz o flor que tiene dos sépalos
DISERTAR|Razonar metódicamente sobre alguna materia científica, artística, etc.
DISFAGIA|Med. Dificultad o imposibilidad de tragar
DISFASIA|Anomalía en el lenguaje consistente en una incoordinación de las palabras, debida a una lesión cerebral
DISFAVOR|Hecho o dicho desfavorable
DISFONÍA|Trastorno de la fonación
DISFORME|12Que presenta en su forma alguna irregularidad que lo hace feo, desproporcionado
DISFORME|Que presenta en su forma alguna irregularidad que lo hace feo, desproporcionado
DISFRUTAR|Gozar, sentir placer
DISFUMINO|Rollito de papel que sirve para esfumar
DISGREGAR|Separar o dispersar las partes integrantes de una cosa
DISGUSTAR|Causar disgusto
DISGUSTO|Descontento, desagrado
DISIDENTE|Persona que se separa de alguna comunidad por cuestiones doctrinales
DISIDIR|Separarse de la común doctrina, creencia o conducta
DISIENTE|Siente u opina de modo distinto de otro
DISÍMIL|Desemejante, diferente
DISIMULAR|Encubrir con astucia la intención propia u ocultar lo que uno siente o padece
DISIMULO|Arte con que se oculta lo que se siente o se sabe
DISIPABLE|Capaz o fácil de disiparse
DISIPADO|Distraído entregado a diversiones
DISIPADO|Distraído, entregado a diversiones
DISIPADOR|Que destruye o malgasta sus bienes y riquezas
DISIPAR|Desvanecer una cosa por la disgregación y dispersión de sus partes
DISLALIA|Med. Dificultad de articular las palabras
DISLEXIA|Med. Perturbación de la capacidad de leer, que se manifiesta por errores, omisiones, etc.
DISLOCAR|Sacar una cosa de su lugar, especialmente los huesos
DISLOQUE|Fam. El colmo, cosa excelente
DISMINUIR|Hacer menor la extensión, intensidad o número de una cosa
DISMINUYE|Aminora, merma, decrece
DISNEICO|Med. Que tiene dificultad para respirar
DISOCIAR|Disgregar, separar cosas unidas
DISOLUTO|Licencioso, entregado a los vicios
DISOLVER|Desleír, disgregar un cuerpo en un líquido
DISONANTE|Fig. Que discrepa de aquello con que debiera estar conforme
DISOSMIA|Disminución del olfato
DISPARAR|Lanzar un proyectil por un medio adecuado
DISPENDIO|Gasto excesivo, derroche
DISPENSA|Privilegio, excepción graciosa de lo dispuesto por las normas generales
DISPENSAR|Absolver o excusar de una falta leve
DISPEPSIA|Digestión laboriosa e imperfecta de carácter crónico
DISPERMO|Bot. Fruto que tiene dos semillas
DISPERSAR|Separar y diseminar a personas o cosas
DISPERSO|Que tiene dividida o disgregada la atención
DISPONE|Prepara, previene para alguna circunstancia
DISPONER|Colocar, poner las personas o cosas en orden y situación conveniente
DISPUESTO|Preparado, en disposición de
DISPUTA|Discusión, contienda, altercado
DISPUTAR|Contender, competir, rivalizar
DISQUETE|Inform. Disco pequeño para el registro y reproducción de datos magnéticos
DISRAELI|(Benjamín ~) Uno de los más destacados políticos, escritor y aristócrata británico (1804 - 1881)
DISRAELI|(Benjamín ~) Uno de los más destacados políticos, escritor y aristócrata británico (1804-1881)
DISRAELI|(Benjamín ~) Uno de los más destacados políticos, escritor y aristócrata británico (1804-1881)
DISTANCIA|Espacio o tiempo que media entre dos cosas o sucesos
DISTANTE|Apartado, remoto, lejano
DISTENDER|Aflojar, relajar lo que está tenso o tirante
DISTINGO|Distinción lógica en una proposición de dos sentidos, uno de los cuales se concede y otro se niega
DISTINTO|Que no es lo mismo ni parecido
DÍSTOMO|Zool. Que tiene dos bocas
DISTRAER|Divertir, entretener
DISTRAÍDO|Que se distrae con facilidad
DISTRITO|Subdivisión administrativa o jurídica de un territorio o población
DISTROFIA|Med. Estado patológico debido a una alteración de la glándula pituitaria, que afecta a la nutrición y al crecimiento
DISTURBIO|Perturbación de la paz y la concordia
DISUADIR|Inducir a uno con razones a mudar de dictamen o de propósito
DISUASIÓN|Acción y efecto de inducir a alguien con razones a mudar de dictamen o a desistir de un propósito
DISUASIVO|Que disuade o puede disuadir
DISUELTO|Deshecho, diluido, desleído
DISYUNTOR|Aparato eléctrico que tiene por objeto abrir automáticamente el paso de la corriente eléctrica
DIURNO|Que ocurre de día
DIUTURNO|Que dura o subsiste mucho tiempo
DIVÁN|Especie de sofá sin respaldo y con almohadones sueltos que se aplica contra la pared
DIVERGIR|Irse apartando sucesivamente unas de otras, dos o más líneas, superficies o cosas
DIVERSIÓN|Entretenimiento, recreo, distracción
DIVERSO|De distinta naturaleza, especie, figura, etc.
DIVERTIDO|Festivo, entretenido, que divierte
DIVIDENDO|Mat. Cantidad que ha de dividirse por otra
DIVIDIDO|Separado en grupos, clases, etc.
DIVIDIR|Separar en partes una cosa o una cantidad
DIVIESO|7Tumor puntiagudo y duro que se forma en el espesor de la piel por inflamación de un folículo sebáceo
DIVIESO|Tumor puntiagudo y duro que se forma en el espesor de la piel por inflamación de un folículo sebáceo
DIVINIDAD|Deidad, ser divino
DIVINO|Relativo a Dios o a los dioses
DIVISA|Moneda extranjera referida a la unidad del país de que se trata
DIVISAR|Ver a distancia, percibir en conjunto o confusamente un objeto
DIVISIBLE|Cantidad que contiene exactamente a otra cierto número de veces
DIVISIÓN|Fig. Discordia, desunión
DIVISMO|Afición extremosa a la personalidad de un artista o deportista determinado
DIVISOR|Número que divide a otro que se llama dividendo
DIVISORIO|Que establece una separación o división
DIVORCIO|Disolución del vínculo matrimonial, de manera que cada cónyuge puede contraer nuevas nupcias
DIVULGADO|Publicado, pregonado, difundido
DIYAMBO|Pie de la versificación clásica compuesto de dos yambos
DOBLADURA|Parte por donde se ha doblado o plegado una cosa
DOBLEGAR|Dep. Vencer al deportista o equipo competidor
DOBLETE|Serie de dos éxitos o victorias en un corto espacio de tiempo
DOBLEZ|Parte que se dobla o pliega de una cosa
DOBLÓN|Antigua moneda de oro
DOCENCIA|Ejercicio de la profesión docente
DOCENTE|Relativo a la enseñanza
DOCTO|Que posee muchos conocimientos
DOCTORADO|Estudios necesarios para obtener el grado de doctor
DOCTOR|Persona que ha recibido el último grado académico en una facultad
DOCTRINA|Conjunto de ideas que sirven de unión a un grupo de personas
DOCTRINO|Huérfano que se recoge en un colegio para educarlo
DOCUMENTO|Escrito con que se prueba o acredita una cosa
DODÉCADA|Docena
DOGMA|Conjunto de creencias de cualquier religión
DOGMA|Conjunto de creencias de cualquier religión
DOGMÁTICA|Conjunto de dogmas
DOLENCIA|Indisposición, enfermedad
DOLIENTE|Dolorido, apenado
DOLMEN|Megalito en forma de mesa, que se usó como sepultura
DOLOROSO|Lamentable, lastimoso, que mueve a compasión
DOLOSO|Engañoso, fraudulento
DOMÉSTICA|Criada que sirve en una casa
DOMÉSTICO|Animal que se cría en la compañía del hombre
DOMICILIO|Lugar en que legalmente se considera establecida una persona o sociedad
DOMINADOR|Que domina o propende a dominar
DOMINANTE|Que sobresale, prevalece o es superior entre otras cosas de su orden y clase
DOMÍNICA|Textos de la Escritura correspondientes a cada domingo en el oficio divino
DOMINICO|Religioso de la Orden de santo Domingo
DOMINIO|Poder que uno tiene sobre lo suyo
DOMINIOS|Territorios que un soberano o estado tiene bajo su dominación
DONACIÓN|Transferencia de bienes o capitales, sin que exista contrapartida por parte del receptor
DONADÍO|En algunas partes  heredamiento o hacienda que trae su origen de donaciones reales
DONADÍO|En algunas partes, heredamiento o hacienda que trae su origen de donaciones reales
DONADOR|Donante, que hace donación
DONAIRE|Gallardía, gentileza, soltura de cuerpo
DONALD|(Pato ~) Personaje de cómic creado en 1934 por los estudios Disney
DONALD|(Pato) Personaje de cómic creado en 1934 por los estudios Disney
DONALD|(Pato ~) Personaje de cómic creado en 1934 por los estudios Disney
DONANTE|Med. Persona que voluntariamente cede un órgano, sangre, etc., con fines terapéuticos
DONATIVO|Regalo, cesión
DONCELLA|Criada que se ocupa en los menesteres domésticos ajenos a la cocina
DONDIEGO|Planta nictaginácea, de flores fragantes blancas y encarnadas en corimbo, que sólo están abiertas de noche
DONIZETTI|(Gaetano ~) Compositor italiano de ópera, autor de La Favorita, Lucía de Lammermoor, Don Pascuale, etc. (1797-1848)
DONIZETTI|(Gaetano) Compositor italiano de ópera, autor de La Favorita, Lucía de Lammermoor, Don Pascuale, etc. (1797-1848)
DONOSO|Que tiene donaire y gracia
DONOSTIA|Nombre en euskera de San Sebastián, ciudad y puerto del norte de España
DONOSTIA|Nombre en euskera de San Sebastián, ciudad y puerto del norte de España y capital de la provincia de Guipúzcoa
DONOSURA|Donaire, gracia
DOPAMINA|19Bioq. Neurotransmisor elaborado por el hipotálamo, que actúa como mensajero químico
DOPAMINA|4Bioq. Neurotransmisor elaborado por el hipotálamo, que actúa como mensajero químico
DOPAMINA|Bioq. Neurotransmisor elaborado por el hipotálamo, que actúa como mensajero químico
DOQUIERA|Lit. Dondequiera
DOQUIER|Lit. Dondequiera
DORADILLO|Amér. Caballería de color melado brillante
DÓRICO|9Dorio, perteneciente a la Dóride
DÓRICO|Dorio, perteneciente a la Dóride
DORMIDERO|Sitio donde duerme el ganado u otros animales
DORMILONA|Butaca para dormir la siesta
DORMILÓN|Fam. Muy inclinado a dormir
DOSIFICA|Establece las dosis en que ha de tomarse un medicamento
DOSIFICAR|Med. Dividir o graduar las dosis de un medicamento
DOSIS|Cantidad de un medicamento que se necesita para obtener el efecto deseado
DOTACIÓN|Personal de un taller, oficina, etc.
DOTE|Conjunto de bienes que la mujer aporta al matrimonio
DRACMA|Antigua moneda griega
DRÁCULA|Novela del escritor irlandés Bram Stoker, que cuenta la historia de un vampiro de Transilvania (1897)
DRÁCULA|Novela publicada en 1897 por el irlandés Bram Stoker, que ha convertido a su protagonista en el vampiro más famoso
DRAGADO|Acción de limpiar con draga los puertos, los ríos, etc.
DRAGANTE|Blas. Figura que representa una cabeza de dragón, con la boca abierta
DRAGOMÁN|Intérprete, traductor
DRAGÓN|Animal fabuloso, especie de serpiente con pies y alas, de gran fiereza y voracidad
DRAMÁTICO|Teatral, afectado
DRÁSTICO|Que actúa rápida y violentamente
DRECERA|Fila de casas, árboles, etc., que forman línea recta
DRENAJE|Operación de dar salida a las aguas o a la excesiva humedad de los terrenos por medio de zanjas o cañerías
DROGA|Sustancia de efectos estimulantes o alucinógenos que crea dependencia
DROGUERÍA|Botica o farmacia, tienda en que se venden las drogas
DROGUERO|Persona que hace o vende artículos de droguería
DRUGSTORE|(Voz inglesa) Establecimiento comercial, con amplio horario de funcionamiento, en el que existen distintas tiendas especializadas, bar y restaurante
DRUIDISMO|Religión de los antiguos galos y celtas
DRUPÁCEO|Árbol cuyos frutos son drupas
DRUPA|Bot. Fruto carnoso con una sola semilla leñosa, como el durazno o la ciruela
DUALIDAD|Reunión de dos caracteres opuestos en una misma persona o cosa
DUALISMO|Dualidad de caracteres
DUBLÍN|Ciudad capital de Irlanda
DUCADO|Territorio que estaba sometido a la autoridad de un duque
DUCHA|Agua en forma de lluvia, que se hace caer sobre el cuerpo para limpieza o refresco
DUCHA|Agua en forma de lluvia, que se hace caer sobre el cuerpo para limpieza o refresco
DÚCTIL|Dicho de un metal: que admite grandes deformaciones mecánicas en frío sin llegar a romperse
DÚCTIL|Metal que mecánicamente se puede extender en alambres o hilos
DUELISTA|El que se precia de saber y observar las leyes del duelo
DUELO|Combate entre dos, precediendo desafío o reto
DUENARIO|Ejercicio devoto que se practica durante dos días
DUENDE|Criatura que popularmente se cree que habita en algunas casas y que travesea
DUENDESCO|Relativo al duende
DUETISTA|Cantante que se dedica a cantar duetos
DULCERA|Recipiente en que se guarda y se sirve el dulce
DULCES|Manjares preparados con azúcar
DULCINEA|Dama ideal y amada de Don Quijote
DULCINEA|Dama ideal y amada de Don Quijote
DULZAINA|Antiguo instrumento músico de viento, parecido a la chirimía
DUMDUM|Bala explosiva o limada por la punta
DUNA|Montecillo de arena movediza que en los desiertos y playas forma y empuja el viento
DUNA|Montecillo de arena movediza que, en los desiertos y playas, forma y empuja el viento
DUODÉCIMO|Que ocupa el último lugar en una serie ordenada de doce
DUODENAL|Relativo al duodeno
DUODENO|Primera sección del intestino delgado que va desde el estómago al yeyuno
DÚPLEX|Vivienda distribuida en dos pisos diferentes y comunicados entre sí
DUPLICADO|Segundo documento o escrito que se expide del mismo tenor que el primero
DUPLICAR|Multiplicar por dos una cantidad
DÚPLICE|Convento o monasterio donde había una comunidad de religiosos y otra de religiosas
DUPUYTREN|(Enfermedad o contractura de ~) Afección de origen desconocido que provoca el cierre progresivo de la mano por retracción de la aponeurosis palmar superficial
DUQUE|Título nobiliario inferior al de príncipe y superior a los de conde y marqués
DUQUESA|Mujer que posee un ducado
DURABLE|Duradero, que dura o puede durar mucho
DURACIÓN|Tiempo que dura una cosa
DURADERO|Que dura o puede durar mucho
DURAMÁTER|Anat. Meninge externa de las tres que tienen los batracios, reptiles, aves y mamíferos
DURAMEN|Parte central, más seca y compacta, del tronco y de las ramas gruesas de un árbol
DURAMENTE|Con dureza
DURANTE|Mientras, en tanto
DURAZNERO|Árbol rosáceo de cuatro a seis metros de altura, fruto redondo, carnoso y comestible de piel vellosa
DUREZA|Tumor o callosidad que se hace en algunas partes del cuerpo
DURMIENTE|Amér. Traviesa de vía férrea
EBANISTA|Persona que tiene por oficio trabajar en maderas finas
EBANISTAS|Personas que tienen por oficio trabajar en maderas finas
ÉBANO|Madera maciza, pesada, negra por el centro y blanquecina hacia la corteza, muy estimada en ebanistería
EBENÁCEAS|Familia de plantas dicotiledóneas tropicales, como el ébano
EBONITA|Caucho vulcanizado negro y muy duro, capaz de ser tallado y pulido, que se usa para hacer peines, aisladores de aparatos eléctricos, etc.
EBORARIO|Relativo a la talla en marfil
EBRIEDAD|Embriaguez  borrachera
EBRIEDAD|Embriaguez, borrachera
EBRIO|Borracho, embriagado, beodo
ECCEHOMO|7Imagen de Jesucristo al ser presentado por Pilatos al pueblo
ECCEHOMO|Imagen de Jesucristo al ser presentado por Pilatos al pueblo
ECCEMA|Afección de la piel, caracterizada por vejiguillas muy espesas que forman manchas irregulares y rojizas
ECHADERA|Pala de madera para meter en el horno el pan
ECHADERO|Sitio a propósito para echarse a descansar
ECHADIZO|Que se desecha por inútil
ECHADURA|Conjunto de los huevos que empolla una gallina
ECHAGÜE|(Pedro ~) Escritor y militar argentino, llamado el poeta soldado (1821-1880)
ECHAR|Hacer salir a uno de un lugar, apartarle con violencia
ECHARPE|Pieza de tela bastante más larga que ancha, con que se abriga el cuello y a veces la boca
ECHARSE|Reclinarse o recostarse a descansar
ECHAZÓN|Mar. Acción de arrojar al agua la carga o parte de ella, para aligerar el buque
ECIJANOS|Naturales de Écija, ciudad de la provincia de Sevilla, en España
ECLÉCTICO|Que admite diferentes tendencias u opiniones
ECLÍMETRO|Detención, estancia
ECLÍMETRO|Topogr. Instrumento para medir la inclinación de las pendientes
ECLIPSADO|Fig. Oscurecido o deslucido por una cosa más luminosa, más bella, etc.
ECLIPSAR|Causar un astro el eclipse de otro
ECLIPSE|Oscurecimiento de un cuerpo celeste producido por otro
ECLOSIÓN|Brote  aparición  salida  nacimiento
ECLOSIÓN|Brote, aparición, salida, nacimiento
ECOFACTO|Arqueol. Restos de antiguos materiales orgánicos
ECOFOBIA|Temor morboso a permanecer en casa
ECOGRAFÍA|Método de exploración de los órganos internos basado en el uso de los ultrasonidos
